text,label,category
Nasi lemak pandan di Bedok Corner memang ramai orang.,0,malay_cultural_events
Air bandung bunga telang semakin popular sekarang.,0,malay_cultural_events
Saya selalu beli kuih keria di pasar malam.,0,malay_cultural_events
Adakah festival makanan laut di Esplanade tahun ini?,1,malay_cultural_events
Tekak saya rasa nak makan roti jala dengan kari.,0,malay_cultural_events
Gerai satay di East Coast Park buka sampai malam.,0,malay_cultural_events
Anak saya suka sangat makan roti canai telur.,0,malay_cultural_events
Mana nak cari soto ayam yang kuahnya pekat?,1,malay_cultural_events
Dulu kita selalu makan laksa di gerai lama itu.,0,malay_cultural_events
Kopi susu dengan pulut inti memang sesuai untuk minum petang.,0,malay_cultural_events
Bubur kacang hijau dengan santan memang terbaik.,0,malay_cultural_events
Restoran itu ada menu nasi kerabu yang autentik.,0,malay_cultural_events
Jom kita pergi cari makanan di Tanjong Pagar market.,1,malay_cultural_events
Saya tak dapat datang festival makanan sebab tak sihat.,0,malay_cultural_events
Anak cucu suka makan ayam goreng berempah saya.,0,malay_cultural_events
Pernah cuba mee hoon goreng tomyam di kedai baru itu?,1,malay_cultural_events
Dessert buah melaka memang kegemaran saya.,0,malay_cultural_events
Kita boleh belajar buat roti prata di kelas masakan?,1,malay_cultural_events
Bubur pulut hitam ini kurang manis sedikit.,0,malay_cultural_events
Saya selalu craving for nasi padang bila tak tahu nak makan apa.,0,malay_cultural_events
Adakah kedai itu jual kuih muih Melayu segar setiap hari?,1,malay_cultural_events
Saya beli ikan kembung segar untuk masak asam pedas.,0,malay_cultural_events
Minggu depan ada gotong-royong bersihkan taman di CC.,0,malay_cultural_events
Makcik ada pergi kelas zumba di pusat komuniti ke?,1,malay_cultural_events
Anak-anak muda sekarang banyak main telefon saja.,0,malay_cultural_events
Kami selalu bersembang di void deck waktu petang.,0,malay_cultural_events
Bila ada lagi majlis perasmian di masjid baru?,1,malay_cultural_events
Jiran sebelah hantar saya sayur-sayuran dari kebunnya.,0,malay_cultural_events
"Cuaca panas macam ini, suka duduk di rumah saja.",0,malay_cultural_events
Ingat lagi kita selalu pergi beriadah di Pasir Ris Park?,1,malay_cultural_events
Program senaman warga emas di CC sangat bagus.,0,malay_cultural_events
Ada program membaca Al-Quran di masjid selepas Isyak?,1,malay_cultural_events
Anak saya bantu saya pasang kipas baru di bilik.,0,malay_cultural_events
Saya suka tengok berita malam-malam sebelum tidur.,0,malay_cultural_events
Ada jiran baru pindah masuk blok kita?,1,malay_cultural_events
Kebun komuniti di tingkat bawah sudah mula berbuah.,0,malay_cultural_events
Saya selalu minum teh o panas lepas makan malam.,0,malay_cultural_events
Sudah lama tak naik MRT ke bandar.,0,malay_cultural_events
Jom kita pergi jalan-jalan di pasar pagi esok.,1,malay_cultural_events
Kawan lama saya nak datang melawat dari Malaysia.,0,malay_cultural_events
Doktor kata saya kena banyak bersenam.,0,malay_cultural_events
Ada program derma darah di pusat komuniti bulan depan.,0,malay_cultural_events
Cucu saya tolong saya angkat barang-barang berat.,0,malay_cultural_events
Pernah cuba kelas melukis di CC itu?,1,malay_cultural_events
Saya suka dengar radio bila buat kerja rumah.,0,malay_cultural_events
Bila bas baru akan mula beroperasi di laluan ini?,1,malay_cultural_events
Semalam ada persembahan tarian di Esplanade.,0,malay_cultural_events
Harga barang-barang dapur semakin naik sekarang.,0,malay_cultural_events
Kita boleh pergi cari baju di Jurong Point?,1,malay_cultural_events
Saya suka pergi pasar borong sebab barang-barang murah.,0,malay_cultural_events
Jiran saya ada anjurkan kenduri doa selamat.,0,malay_cultural_events
Anak saya baru dapat kerja baru di syarikat besar.,0,malay_cultural_events
Ada jualan murah di Giant hari ini?,1,malay_cultural_events
Cuaca hujan lebat dari pagi tadi.,0,malay_cultural_events
Jom kita pergi melawat kawan yang sakit itu.,1,malay_cultural_events
Saya suka tanam bunga orkid di balkoni.,0,malay_cultural_events
Bila National Day Parade tahun ini?,1,malay_cultural_events
Saya suka tengok budak-budak bermain di taman.,0,malay_cultural_events
Anak saya ajak saya pergi makan steamboat hujung minggu ini.,0,malay_cultural_events
Ada bengkel menganyam bakul di CC minggu depan.,0,malay_cultural_events
Pernah dengar cerita hantu di blok sebelah?,1,malay_cultural_events
Saya selalu pergi perpustakaan untuk baca buku.,0,malay_cultural_events
Bila waktu ceramah agama di masjid minggu ini?,1,malay_cultural_events
Kawan saya baru pulang dari mengerjakan umrah.,0,malay_cultural_events
"Anak-anak saya sudah besar panjang, semua dah kerja.",0,malay_cultural_events
Saya suka duduk di kerusi awam tengok orang lalu-lalang.,0,malay_cultural_events
"Ada jiran saya sakit, kena pergi melawat dia.",0,malay_cultural_events
Boleh tolong saya petik daun kari di kebun?,1,malay_cultural_events
Jalan kaki ke pasar memang bagus untuk kesihatan.,0,malay_cultural_events
Teringat zaman muda-muda kita selalu pergi berkelah.,0,malay_cultural_events
"Makcik, sudah ambil vaksin booster ke?",1,malay_cultural_events
Saya suka pergi kelas memasak di pusat komuniti.,0,malay_cultural_events
Pesta Raya di Esplanade tahun ini ada persembahan apa?,1,malay_cultural_events
Saya suka tengok tarian zapin di Pesta Raya.,0,malay_cultural_events
Ada tiket percuma untuk pertunjukan di Esplanade ke?,1,malay_cultural_events
Tahun ini ada persembahan dikir barat di Malay Cultural Extravaganza?,1,malay_cultural_events
"Anak saya tak pernah tengok wayang kulit, nak bawa dia.",0,malay_cultural_events
Saya selalu pergi Pesta Raya untuk dengar lagu-lagu tradisional.,0,malay_cultural_events
Bila pameran batik di Esplanade mula dibuka?,1,malay_cultural_events
Persembahan mak yong itu memang jarang-jarang ada.,0,malay_cultural_events
Cucu saya terpegun tengok pertunjukan silat di Cultural Extravaganza.,0,malay_cultural_events
Ada bengkel kraf tangan Melayu di Pesta Raya tahun ini.,0,malay_cultural_events
Saya rindu zaman muda-muda pergi persembahan joget.,0,malay_cultural_events
Bolehkah kita pergi tengok konsert muzik Melayu di Esplanade?,1,malay_cultural_events
Kumpulan Ghazal dari Johor akan datang membuat persembahan.,0,malay_cultural_events
"Tiket pertunjukan itu cepat habis, kena beli awal.",0,malay_cultural_events
Persembahan itu mengingatkan saya pada zaman dahulu.,0,malay_cultural_events
Ada persembahan pantun dan gurindam di Cultural Extravaganza.,0,malay_cultural_events
Saya rasa bangga dengan budaya Melayu kita yang kaya.,0,malay_cultural_events
Adakah ada ceramah tentang sejarah Melayu di Pesta Raya?,1,malay_cultural_events
Anak-anak saya suka tengok pameran artifak lama.,0,malay_cultural_events
Dulu kita selalu bawa anak-anak pergi pesta budaya.,0,malay_cultural_events
Bila kali terakhir kita tengok persembahan wayang kulit?,1,malay_cultural_events
Saya suka cari barang kraf tangan unik di pesta budaya.,0,malay_cultural_events
Persembahan itu memang sangat menarik dan penuh makna.,0,malay_cultural_events
"Makcik, awak ada pergi Pesta Raya tahun lepas?",1,malay_cultural_events
Budak-budak zaman sekarang kurang tahu lagu-lagu asli.,0,malay_cultural_events
Pusat budaya Melayu ada banyak aktiviti menarik.,0,malay_cultural_events
Berapa harga tiket untuk konsert itu?,1,malay_cultural_events
Saya harap dapat tengok persembahan kompang lagi.,0,malay_cultural_events
Esplanade memang tempat yang cantik untuk persembahan seni.,0,malay_cultural_events
Ada program seni lukisan batik untuk kanak-kanak?,1,malay_cultural_events
Saya suka suasana meriah di Pesta Raya setiap tahun.,0,malay_cultural_events
Persembahan kuda kepang itu sungguh mengujakan.,0,malay_cultural_events
Dulu kita belajar menari tarian Melayu di sekolah.,0,malay_cultural_events
Adakah ada makanan tradisional dijual di sana?,1,malay_cultural_events
Saya terlepas peluang untuk pergi tahun lepas.,0,malay_cultural_events
Boleh tolong belikan tiket untuk saya sekali?,1,malay_cultural_events
Persembahan muzikal itu dapat standing ovation.,0,malay_cultural_events
Keluarga saya memang suka tengok pertunjukan kebudayaan.,0,malay_cultural_events
Apa cerita di sebalik tarian joget gamelan itu?,1,malay_cultural_events
Saya rasa penat jalan-jalan di sekitar Esplanade.,0,malay_cultural_events
Jom kita pergi awal untuk dapat tempat duduk yang bagus.,1,malay_cultural_events
Saya suka membeli buku-buku tentang sejarah Melayu.,0,malay_cultural_events
Pesta Raya sentiasa menjadi acara tahunan yang ditunggu.,0,malay_cultural_events
"Dulu, kita ada banyak kumpulan dondang sayang.",0,malay_cultural_events
"Makcik, nak ikut saya pergi tengok pameran foto lama?",1,malay_cultural_events
Persembahan nasyid dari kumpulan itu sangat merdu.,0,malay_cultural_events
Saya rasa bangga jadi orang Melayu Singapura.,0,malay_cultural_events
Adakah program itu sesuai untuk warga emas?,1,malay_cultural_events
Cucu saya tanya kenapa orang pakai baju tradisional.,0,malay_cultural_events
Saya harap program budaya Melayu akan terus berkembang.,0,malay_cultural_events
Sudah lama tak dengar takbir Raya dari masjid.,0,malay_cultural_events
Makcik ada buat kuih siput tahun ini?,1,malay_cultural_events
Kita balik kampung Johor Raya ketiga nanti.,0,malay_cultural_events
Duit raya anak-anak dah asingkan ke?,1,malay_cultural_events
Saya rasa rindu nak makan rendang ayam mak saya.,0,malay_cultural_events
Langganan TV kabel saya ada channel Melayu baru.,0,malay_cultural_events
Kawan-kawan semua sudah sampai untuk beraya.,0,malay_cultural_events
Adik ipar saya bawa balik kuih bahulu dari Melaka.,0,malay_cultural_events
Nak pergi beli bunga untuk hias meja makan?,1,malay_cultural_events
Malam ini kita nak main mahjong ke?,1,malay_cultural_events
Anak sulung saya selalu belanja kami makan besar.,0,malay_cultural_events
Harga tiket bas ke Malaysia naik mendadak.,0,malay_cultural_events
Ada kelas mengaji Al-Quran untuk warga emas di masjid.,0,malay_cultural_events
Jiran sebelah bagi resipi kari kepala ikan dia.,0,malay_cultural_events
Ingat lagi kita pergi tengok wayang gambar dulu-dulu?,1,malay_cultural_events
Saya rasa gembira dapat berkumpul dengan keluarga besar.,0,malay_cultural_events
Kuih semprit saya selalu tak jadi.,0,malay_cultural_events
Ada promosi minyak masak di NTUC FairPrice.,0,malay_cultural_events
Cucu-cucu suka sangat main di taman HDB.,0,malay_cultural_events
Bila Pesta Buku Melayu akan diadakan?,1,malay_cultural_events
Saya suka baca surat khabar Berita Harian setiap pagi.,0,malay_cultural_events
Anak saya ajak makan di restoran India Muslim.,0,malay_cultural_events
Teh tarik mamak di kedai itu memang power.,0,malay_cultural_events
Pernah cuba mee goreng mamak banjir?,1,malay_cultural_events
Saya selalu rasa mengantuk selepas makan nasi beriyani.,0,malay_cultural_events
Nak ikut saya pergi cari kain batik di Tekka Market?,1,malay_cultural_events
Dulu kita selalu buat baju sendiri untuk Raya.,0,malay_cultural_events
Sudah lama tak jumpa kawan-kawan dari zaman sekolah.,0,malay_cultural_events
Pusat komuniti ada sediakan pengangkutan untuk warga emas.,0,malay_cultural_events
Anak saya suka sangat dengar lagu-lagu P. Ramlee.,0,malay_cultural_events
Ada pameran seni Islam di Muzium Nasional?,1,malay_cultural_events
Jom kita pergi tengok pameran bonsai di taman.,1,malay_cultural_events
Saya rindu nak makan bubur lambuk waktu Ramadhan.,0,malay_cultural_events
"Bila buka puasa, mesti ada kuih muih manis.",0,malay_cultural_events
Jiran baru itu pandai masak nasi lemak.,0,malay_cultural_events
Adakah ada ceramah agama di televisyen malam ini?,1,malay_cultural_events
Saya selalu simpan resipi masakan lama-lama.,0,malay_cultural_events
Keluarga saya suka buat BBQ di East Coast Park.,0,malay_cultural_events
Cucu saya ajak pergi taman tema di Sentosa.,0,malay_cultural_events
Nak pergi beli barang runcit di pasar pagi esok?,1,malay_cultural_events
"Saya rasa penat hari ini, banyak sangat kerja.",0,malay_cultural_events
Ada diskaun untuk warga emas di kedai itu.,0,malay_cultural_events
Kita boleh pergi solat Jumaat di Masjid Sultan?,1,malay_cultural_events
"Makcik, sudah beli tiket untuk konsert itu?",1,malay_cultural_events
Dulu kami selalu pergi berkelah di pulau-pulau kecil.,0,malay_cultural_events
"Anak saya baru kahwin, nak buat kenduri kesyukuran.",0,malay_cultural_events
Jom kita pergi jalan-jalan di Haji Lane.,1,malay_cultural_events
Saya suka minum air sejuk bila cuaca panas.,0,malay_cultural_events
Taman di HDB kita sudah cantik sangat sekarang.,0,malay_cultural_events
Ada program membaca Al-Quran untuk anak-anak kecil?,1,malay_cultural_events
Kita boleh jumpa di kopitiam bawah blok saya?,1,malay_cultural_events
Saya baru saja pulang dari pasar borong.,0,malay_cultural_events
Jiran saya baru balik dari mengerjakan haji.,0,malay_cultural_events
Anak saya nak bawa kami makan seafood di JB.,0,malay_cultural_events
Pernah dengar cerita tentang kampong Bugis?,1,malay_cultural_events
Saya suka dengar ceramah agama di YouTube sekarang.,0,malay_cultural_events
Bila waktu azan maghrib hari ini?,1,malay_cultural_events
Saya rasa letih lepas kemas rumah satu hari.,0,malay_cultural_events
Ada program kelas menjahit di CC?,1,malay_cultural_events
Cucu saya baru dapat keputusan peperiksaan cemerlang.,0,malay_cultural_events
Saya suka tengok drama Melayu di Suria Channel.,0,malay_cultural_events
Dulu kami selalu makan nasi bungkus untuk makan tengah hari.,0,malay_cultural_events
Jom kita pergi beli buah-buahan di pasar.,1,malay_cultural_events
Saya suka buat sup tulang bila hujan-hujan.,0,malay_cultural_events
"Harga barang-barang basah semakin mahal, ya?",1,malay_cultural_events
Anak saya nak buat open house Hari Raya nanti.,0,malay_cultural_events
Saya rasa beruntung ada jiran-jiran yang baik.,0,malay_cultural_events
Boleh tolong saya carikan resipi kuih cara?,1,malay_cultural_events
Kami selalu berkumpul di rumah makcik saya setiap minggu.,0,malay_cultural_events
Ada program sukarelawan untuk warga emas?,1,malay_cultural_events
Saya suka berjalan kaki di taman pada waktu pagi.,0,malay_cultural_events
"Cuaca hari ini mendung saja, nak hujan ke?",1,malay_cultural_events
Dulu kita selalu pergi memancing di kolam.,0,malay_cultural_events
Anak-anak muda sekarang jarang cakap Melayu.,0,malay_cultural_events
Bila kali terakhir awak makan durian?,1,malay_cultural_events
Saya rasa nak makan roti bakar dengan kaya.,0,malay_cultural_events
Ada pertunjukan bunga api untuk Hari Kebangsaan?,1,malay_cultural_events
Saya suka membaca novel-novel Melayu lama.,0,malay_cultural_events
Jom kita pergi bersembang di bawah pokok itu.,1,malay_cultural_events
Jiran saya ada ajak pergi kenduri kahwin.,0,malay_cultural_events
Saya suka minum air suam untuk kesihatan.,0,malay_cultural_events
Bila jadual bas untuk ke hospital?,1,malay_cultural_events
Dulu kami selalu buat pertandingan masak di kampung.,0,malay_cultural_events
Anak saya belikan saya telefon pintar baru.,0,malay_cultural_events
Ada jualan murah buku agama di kedai itu?,1,malay_cultural_events
Saya rasa tenang bila dengar bacaan Al-Quran.,0,malay_cultural_events
Bolehkah saya pinjam buku masakan awak?,1,malay_cultural_events
Kawan saya baru pindah ke rumah teres.,0,malay_cultural_events
Saya suka buat kuih tradisional untuk jiran-jiran.,0,malay_cultural_events
Anak-anak saya selalu telefon saya setiap hari.,0,malay_cultural_events
Kita boleh pergi pasar malam di Bedok hujung minggu ini?,1,malay_cultural_events
Saya suka tengok rancangan masak-masak di TV.,0,malay_cultural_events
Bila waktu solat zohor?,1,malay_cultural_events
Saya rasa badan dah tak kuat macam dulu.,0,malay_cultural_events
Cucu saya ajar saya pakai aplikasi Grab.,0,malay_cultural_events
Ada pertunjukan teater di sana malam ini?,1,malay_cultural_events
Saya selalu beli barang dapur di pasar basah.,0,malay_cultural_events
Anak saya ajak saya pergi bercuti ke luar negara.,0,malay_cultural_events
Jom kita pergi berjalan di Botanic Gardens.,1,malay_cultural_events
Saya rindu bau bunga melur di halaman rumah.,0,malay_cultural_events
Sudah lama tak dengar lagu-lagu raya dari radio.,0,malay_cultural_events
Makcik ada pergi ceramah agama di masjid minggu lepas?,1,malay_cultural_events
Tahun ini ada program 'Kembali ke Kampong' di sana?,1,malay_cultural_events
Duit raya yang saya simpan untuk cucu dah cukup.,0,malay_cultural_events
Saya teringin nak makan mee soto panas-panas.,0,malay_cultural_events
Jiran sebelah hantar saya kueh talam pandan.,0,malay_cultural_events
Ada kedai makan Melayu baru buka di Pasir Ris.,0,malay_cultural_events
Anak saya belikan saya buku resipi masakan.,0,malay_cultural_events
Nak pergi cari barang kemas di Mustafa Centre?,1,malay_cultural_events
Saya selalu rasa rindu pada arwah ibu.,0,malay_cultural_events
Anak-anak saya semua dah berkeluarga sekarang.,0,malay_cultural_events
Harga sayur-sayuran segar di pasar semakin mahal.,0,malay_cultural_events
Ada kelas bahasa Melayu untuk bukan penutur asli di CC?,1,malay_cultural_events
Saya suka buat kopi sendiri di rumah.,0,malay_cultural_events
Ingat lagi kita selalu pergi mandi-manda di pantai East Coast?,1,malay_cultural_events
Saya rasa bangga tengok cucu saya pandai mengaji.,0,malay_cultural_events
Kuih talam saya buat hari ini menjadi dengan elok.,0,malay_cultural_events
Ada jualan buku cerita kanak-kanak di Popular?,1,malay_cultural_events
Cucu-cucu suka sangat main dengan kucing saya.,0,malay_cultural_events
Bila kali terakhir kita pergi ziarah kubur?,1,malay_cultural_events
Saya suka tengok program dokumentari sejarah.,0,malay_cultural_events
Anak saya ajak saya makan laksa Penang di Geylang.,0,malay_cultural_events
Teh 'o' ais limau memang menghilangkan dahaga.,0,malay_cultural_events
Pernah cuba roti john kambing di pasar malam?,1,malay_cultural_events
Saya selalu rasa nak tidur lepas makan tengah hari.,0,malay_cultural_events
Nak ikut saya pergi tengok pameran seni di National Gallery?,1,malay_cultural_events
Dulu kita selalu berkebun di tanah lapang.,0,malay_cultural_events
Sudah lama tak jumpa kawan-kawan dari zaman kampong.,0,malay_cultural_events
Pusat komuniti ada sediakan bantuan untuk warga emas yang uzur.,0,malay_cultural_events
Anak saya suka sangat dengar lagu-lagu nasyid.,0,malay_cultural_events
Ada pameran seni khat Islam di sana?,1,malay_cultural_events
Jom kita pergi tengok bunga-bunga di Gardens by the Bay.,1,malay_cultural_events
Saya rindu nak makan bubur kacang merah buatan nenek.,0,malay_cultural_events
"Waktu berbuka puasa, air sejuk memang sedap.",0,malay_cultural_events
Jiran baru itu pandai buat kuih lapis.,0,malay_cultural_events
Adakah ada siaran langsung ceramah agama dari TV AlHijrah?,1,malay_cultural_events
Saya selalu simpan gambar-gambar lama keluarga.,0,malay_cultural_events
Keluarga saya suka buat potluck Hari Raya.,0,malay_cultural_events
Cucu saya ajak pergi ke Singapore Zoo.,0,malay_cultural_events
Nak pergi beli lauk-pauk di pasar basah esok?,1,malay_cultural_events
Saya rasa penat selepas seharian berjalan.,0,malay_cultural_events
Ada diskaun untuk warga emas di perpustakaan.,0,malay_cultural_events
Kita boleh pergi solat asar di masjid dekat MRT?,1,malay_cultural_events
"Makcik, sudah daftar untuk kelas komputer?",1,malay_cultural_events
Dulu kami selalu pergi melancong ke Cameron Highlands.,0,malay_cultural_events
"Anak saya baru bertunang, nak buat kenduri merisik.",0,malay_cultural_events
Jom kita pergi makan rojak buah di pasar.,1,malay_cultural_events
Saya suka minum teh hijau tanpa gula.,0,malay_cultural_events
Taman di depan blok saya sudah cantik sangat.,0,malay_cultural_events
Ada program kelas tarian dondang sayang untuk warga emas?,1,malay_cultural_events
Sudah lama tak dengar radio memainkan lagu-lagu raya lama.,0,malay_cultural_events
"Makcik, awak dah beli ketupat segera untuk Raya?",1,malay_cultural_events
Tahun ini ada persembahan joget di Cultural Extravaganza?,1,malay_cultural_events
Saya teringin nak makan roti jala cicah kari ayam.,0,malay_cultural_events
"Jiran saya baru pindah, saya nak hantar bubur lambuk.",0,malay_cultural_events
Ada kedai makan Melayu baru buka di Jurong West.,0,malay_cultural_events
Anak saya belikan saya smart phone baru.,0,malay_cultural_events
Nak pergi cari rempah ratus di Mustafa Centre?,1,malay_cultural_events
Saya selalu rasa bersyukur dengan rezeki Allah.,0,malay_cultural_events
Anak-anak saya dah ada anak sendiri sekarang.,0,malay_cultural_events
Harga tiket bas ke Johor Bahru semakin mahal.,0,malay_cultural_events
Ada kelas jahitan baju kurung di CC?,1,malay_cultural_events
Saya suka buat teh 'o' ais limau sendiri.,0,malay_cultural_events
Ingat lagi kita selalu pergi beriadah di Changi Beach?,1,malay_cultural_events
Saya rasa bangga tengok cucu saya dapat anugerah.,0,malay_cultural_events
Kueh cara manis saya buat hari ini memang sedap.,0,malay_cultural_events
Ada jualan murah peralatan dapur di Tiong Bahru Plaza?,1,malay_cultural_events
Cucu-cucu suka sangat main di taman permainan air.,0,malay_cultural_events
Bila kali terakhir kita pergi lawat Kampung Glam?,1,malay_cultural_events
Saya suka tengok rancangan masak-masak antarabangsa.,0,malay_cultural_events
Anak saya ajak saya makan char kway teow di hawker centre.,0,malay_cultural_events
Milo ais kaw di kedai kopi itu memang pekat.,0,malay_cultural_events
Pernah cuba mee kuah Muar yang baru buka itu?,1,malay_cultural_events
Saya selalu rasa kenyang sangat selepas makan lontong.,0,malay_cultural_events
Nak ikut saya pergi tengok pameran bunga di Flower Dome?,1,malay_cultural_events
Dulu kita selalu bertukar-tukar resipi dengan jiran-jiran.,0,malay_cultural_events
Sudah lama tak jumpa kawan-kawan dari zaman bujang.,0,malay_cultural_events
Pusat komuniti ada sediakan bantuan zakat untuk yang memerlukan.,0,malay_cultural_events
Anak saya suka sangat dengar lagu-lagu pop Melayu.,0,malay_cultural_events
Ada pameran kaligrafi Arab di Muzium Kesenian Islam?,1,malay_cultural_events
Jom kita pergi tengok ikan di S.E.A Aquarium.,1,malay_cultural_events
Saya rindu nak makan nasi lemak bungkus daun pisang.,0,malay_cultural_events
"Waktu sahur, makan kurma dengan air zamzam memang afdal.",0,malay_cultural_events
Jiran baru itu pandai masak nasi kerabu.,0,malay_cultural_events
Adakah ada siaran langsung solat terawih dari Mekah?,1,malay_cultural_events
Saya selalu simpan duit syiling lama-lama.,0,malay_cultural_events
Keluarga saya suka buat aktiviti rekreasi di MacRitchie Reservoir.,0,malay_cultural_events
Cucu saya ajak pergi taman di Marina Barrage.,0,malay_cultural_events
Nak pergi beli ikan segar di pasar pagi esok?,1,malay_cultural_events
"Saya rasa letih hari ini, nak berehat saja.",0,malay_cultural_events
Ada diskaun untuk warga emas di panggung wayang.,0,malay_cultural_events
Kita boleh pergi solat maghrib di masjid dekat rumah?,1,malay_cultural_events
"Makcik, sudah isi borang bantuan warga emas?",1,malay_cultural_events
Dulu kami selalu pergi melancong ke pulau Tioman.,0,malay_cultural_events
"Anak saya baru dapat baby, nak buat majlis aqiqah.",0,malay_cultural_events
Jom kita pergi makan cendol durian di Geylang.,1,malay_cultural_events
Saya suka minum air kosong banyak-banyak.,0,malay_cultural_events
Taman di tingkat atas sudah banyak bunga-bunga.,0,malay_cultural_events
Ada program kelas menulis jawi untuk orang dewasa?,1,malay_cultural_events
"Auntie, how much for this kailan?",1,market_shopping
This fish looks very fresh today.,0,market_shopping
Got discount if I buy two?,1,market_shopping
"Last week, the bananas were cheaper.",0,market_shopping
Where did you get these organic vegetables?,1,market_shopping
I need to buy some ingredients for my chicken curry.,0,market_shopping
Can give me a bit more ginger?,1,market_shopping
"These apples are from New Zealand, very sweet.",0,market_shopping
Is this fish good for steaming?,1,market_shopping
My grandson loves the fresh prawns.,0,market_shopping
Do you have smaller cucumbers?,1,market_shopping
The market is very crowded on Saturday mornings.,0,market_shopping
"This pomfret, is it wild-caught?",1,market_shopping
I always buy my tofu from this stall.,0,market_shopping
Can I choose my own limes?,1,market_shopping
The price of eggs went up again.,0,market_shopping
How much for a whole chicken?,1,market_shopping
I prefer to buy my vegetables from the wet market.,0,market_shopping
Is this durian sweet or bitter?,1,market_shopping
This vendor always gives good service.,0,market_shopping
Got any promotions for rice today?,1,market_shopping
I need to remember to bring my own bag next time.,0,market_shopping
"These rambutans look very ripe, ah.",1,market_shopping
My back is aching from carrying all these groceries.,0,market_shopping
How much for these four packets of instant noodles?,1,market_shopping
I miss the old days when everything was cheaper.,0,market_shopping
You still have the same brand of cooking oil?,1,market_shopping
I usually come early to avoid the queue.,0,market_shopping
"Is this really fresh chicken, not frozen?",1,market_shopping
"These carrots are very big, good for soup.",0,market_shopping
Can you slice the pork belly thinly for me?,1,market_shopping
I saw a new stall selling homemade cookies.,0,market_shopping
Where is the cheapest place to buy tissue paper?,1,market_shopping
I always look for the red label for good deals.,0,market_shopping
Do you have organic brown rice in stock?,1,market_shopping
The aircon in this supermarket is very strong.,0,market_shopping
Is this the same brand of coffee powder I bought last week?,1,market_shopping
I finished my shopping quickly today.,0,market_shopping
How much for a bunch of these spring onions?,1,market_shopping
These oranges are very juicy.,0,market_shopping
"This sambal, is it very spicy?",1,market_shopping
I like to chat with the hawkers when I buy food.,0,market_shopping
Got any special fish for CNY?,1,market_shopping
I saw my neighbour carrying a lot of groceries too.,0,market_shopping
Can you help me choose a good watermelon?,1,market_shopping
My wife told me to buy less sugar.,0,market_shopping
This ladyfingers look very tender.,0,market_shopping
Is this stall new here?,1,market_shopping
I remember buying these for twenty cents back then.,0,market_shopping
Are these prawns from Malaysia?,1,market_shopping
The vegetables here are always so fresh.,0,market_shopping
Can I get half a kilo of minced pork?,1,market_shopping
I always look for the promotions at the entrance.,0,market_shopping
"This bread, is it baked fresh this morning?",1,market_shopping
My grandchild loves this brand of yogurt.,0,market_shopping
"This spinach, is it organic?",1,market_shopping
I always buy my fresh herbs from this Indian stall.,0,market_shopping
How much for three small bunches of chye sim?,1,market_shopping
The dried scallops are very expensive this year.,0,market_shopping
Can I get some curry leaves too?,1,market_shopping
My daughter taught me how to scan and pay.,0,market_shopping
Are these prawns from the local kelongs?,1,market_shopping
The market is much cleaner now than before.,0,market_shopping
Do you have smaller durians available?,1,market_shopping
I always make sure to check the expiry dates.,0,market_shopping
"This pork ribs, is it suitable for bak kut teh?",1,market_shopping
I need to buy some ingredients for steamboat.,0,market_shopping
Can you debone this chicken for me?,1,market_shopping
The lady at the fish stall is very efficient.,0,market_shopping
How much for these four red snappers?,1,market_shopping
My son loves to come to the market with me.,0,market_shopping
Is this the last packet of this brand of noodles?,1,market_shopping
I usually buy in bulk to save money.,0,market_shopping
Do you sell fresh coconut milk?,1,market_shopping
The queue for the organic produce stall is always long.,0,market_shopping
"This ginger, is it young ginger?",1,market_shopping
I like to chat with the vendors while shopping.,0,market_shopping
Can I get a plastic bag for the wet items?,1,market_shopping
I remembered to bring my eco-bag today.,0,market_shopping
How much for one whole stalk of spring onions?,1,market_shopping
These rambutans are very sweet and juicy.,0,market_shopping
Is the price for this pomfret negotiable?,1,market_shopping
I usually come on weekdays to avoid the crowds.,0,market_shopping
Do you have any recommendations for a good cut of beef?,1,market_shopping
My wife told me to buy less fatty meat.,0,market_shopping
"These tomatoes look very fresh, ah.",1,market_shopping
The market feels very lively in the mornings.,0,market_shopping
Can you choose a good sweet potato for me?,1,market_shopping
I miss the old wet market layout.,0,market_shopping
Are these chillies very spicy?,1,market_shopping
The prices are quite reasonable here compared to supermarkets.,0,market_shopping
How much for a small packet of dried anchovies?,1,market_shopping
I enjoy bargaining a little bit sometimes.,0,market_shopping
Do you have any new arrivals of seasonal fruits?,1,market_shopping
My daughter likes to try new recipes.,0,market_shopping
"This tofu, is it firm or soft?",1,market_shopping
I need to buy some fresh limes for my calamansi drink.,0,market_shopping
Can I get a smaller quantity of mushrooms?,1,market_shopping
The variety of vegetables here is quite impressive.,0,market_shopping
Is this vendor's stall always so popular?,1,market_shopping
I often buy extra for my neighbour.,0,market_shopping
How much for a whole snapper?,1,market_shopping
The market is a good place to meet friends.,0,market_shopping
"Auntie, one kopi peng siew dai, please.",0,market_shopping
Is this stall famous for its char kway teow?,1,market_shopping
The chicken rice here is very delicious.,0,market_shopping
"Uncle, can I have extra chilli for my laksa?",1,market_shopping
I remember eating here since I was a small boy.,0,market_shopping
"This fishball noodles, is it still the same recipe?",1,market_shopping
The queue for the nasi lemak is always so long.,0,market_shopping
Where did you find a seat in this crowded place?,1,market_shopping
