text,label
I like to spend my evenings watching TV or reading a book.,0
"The wet market has the freshest seafood, but you have to go early.",0
Did you try the new bubble tea shop that just opened?,1
My sister-in-law is coming to stay with us for a few days.,0
I often go to the polyclinic for my regular health check-ups.,0
Have you seen the new mural painted on the side of our HDB block?,1
I remember when the bus fares were only 10 cents.,0
The government is doing a lot to help seniors stay active.,0
What's your favourite way to keep cool in this hot weather?,1
I enjoy cooking a simple meal for myself every day.,0
The Botanic Gardens are so peaceful for a morning stroll.,0
Did you get your Ang Baos ready for the upcoming CNY visiting?,1
The kopi at this kopitiam is consistently strong and aromatic.,0
Are you planning to go to the Deepavali bazaar this year?,1
I always make sure to wear comfortable shoes for my walks.,0
My daughter teaches me how to do online banking.,0
Have you tried the famous chilli crab from the East Coast Seafood Centre?,1
I miss the simpler days when everyone knew their neighbours.,0
"The polyclinic has a new self-registration kiosk, it's very easy to use.",0
"How's your golf game these days, Uncle?",1
I love the smell of freshly baked bread from the neighbourhood bakery.,0
"The MRT system is really efficient, even during peak hours.",0
Remember when we used to buy ice cream from the tricycle vendor?,1
I went to the wet market early to get the best catch.,0
This year's Hari Raya 'kueh' are exceptionally good.,0
"My eyesight isn't as good as it used to be, even with glasses.",0
Did you manage to catch the National Day fireworks from your HDB balcony?,1
The satay at this hawker stall is so flavourful and tender.,0
I enjoy joining the brisk walking group every morning.,0
Is the dental clinic at the polyclinic usually very crowded?,1
I always take the bus to avoid the hassle of parking.,0
The fish bee hoon soup at this kopitiam is my comfort food.,0
We should try that new restaurant in Chinatown next time.,0
How's your sister doing after her recent heart procedure?,1
"I'm thinking of learning a new language, maybe Mandarin or Malay.",0
The cost of living for seniors is a constant worry.,0
Have you tried the durian cendol from that dessert shop?,1
"I remember when there was no air conditioning anywhere, so hot!",0
My doctor recommended I take supplements for my joint pain.,0
Do you think the new policies will benefit the elderly more?,1
The community centre offers free basic computer courses for seniors.,0
I enjoy watching the children play at the HDB void deck.,0
Did you hear about the new senior-friendly park benches being installed?,1
My neighbour brought me some homemade curry puffs yesterday.,0
"I always buy my groceries from the same stall, they know my preferences.",0
Are you going to visit your relatives in Johor Bahru for the weekend?,1
It's peaceful to sit by the river and watch the boats go by.,0
I used to walk barefoot to the market when I was a child.,0
What time is the senior fitness class at the community club?,1
This 'tau sar piah' from the old shop is still the best.,0
"My son gifted me a new pair of reading glasses, very clear.",0
The public transport fares for seniors are very affordable.,0
Have you tried the new Western food stall at our hawker centre?,1
I miss the sound of the ice-cream bells ringing in the afternoon.,0
Is it easy to get a taxi or Grab from the wet market?,1
I bought some fresh prawns for a stir-fry tonight.,0
My granddaughter is learning to ride a bicycle at the park.,0
Are you looking forward to the Chingay Parade next year?,1
The community garden is thriving with all the rain we've had.,0
How do you keep up with all the new technology these days?,1
I like to listen to the morning radio talk shows while drinking my kopi.,0
Did you vote in the last general election?,1
The price of electricity seems to be going up again this quarter.,0
I enjoy watching documentaries about Singapore's history.,0
Are you joining the senior-friendly yoga class next month?,1
It's important to stay connected with friends and family.,0
Have you finished painting that landscape scene you started?,1
My knees sometimes hurt after climbing too many stairs.,0
The doctor told me to reduce my sugar intake even more.,0
Which pharmacy offers the best discounts for seniors?,1
I bought some lovely orchids from the flower shop today.,0
Do you still go for your regular check-ups at the hospital?,1
The 'kopi-goh' at this stall is strong and fragrant.,0
I remember when our HDB block was one of the tallest buildings around.,0
Are there any good promotions at the supermarkets for groceries?,1
"My grandson just received his PSLE results, he did very well.",0
The bus ride to the Botanic Gardens is quite pleasant.,0
Did you find a good bargain for your new clothes?,1
I like to spend my evenings at the void deck chatting with neighbours.,0
"The sun is so hot, I need to stay hydrated all day.",0
Have you tried the new bubble tea place at the mall?,1
My daughter takes me to the temple for prayers every week.,0
I enjoy listening to classical music while relaxing at home.,0
The wet market is best visited in the early morning for fresh produce.,0
Do you think we should consider getting an air purifier for the haze?,1
My old friends from the army unit still meet up once a month.,0
"The economic rice stall always has a queue, but it moves fast.",0
Are you going to join the seniors' digital skills workshop?,1
It's important to keep active and engage with the community.,0
Have you tried the famous 'nasi lemak' from that stall in Changi?,1
I always make sure to do my stretches before my morning walk.,0
My son helps me book my polyclinic appointments online.,0
Did you manage to get those limited edition festive cookies?,1
The library has a good collection of large print books.,0
How's your husband's new hobby of birdwatching going?,1
I bought some fresh 'tau pok' and 'tau kwa' for dinner tonight.,0
The community centre is offering free legal advice for seniors.,0
Are you planning to take the MRT or a Grab to your destination?,1
I saw a beautiful hummingbird in my HDB garden this morning.,0
My friend and I are learning to play 'da di' cards online.,0
Do you remember the old 'pasar malam' that used to be held here?,1
"The queue for the famous 'wanton mee' is always long, but the food is excellent.",0
I'm looking forward to watching the sunset at Marina Barrage.,0
Have you applied for the new senior citizen travel card?,1
"My neighbour just adopted a rescue cat, it's very playful.",0
The park connector network is great for long walks and cycling.,0
What's the best time to visit the Singapore Zoo to avoid the heat?,1
I always make sure to drink a cup of warm water before bed.,0
Did you hear about the new community health post in our neighbourhood?,1
My shoulder has been bothering me a bit lately.,0
The hawker centre is so clean and well-lit these days.,0
Are you still attending your calligraphy classes at the CC?,1
I bought some new decorative items for my HDB living room.,0
The 'cai png' stall always has a wide variety of vegetarian options.,0
How's your back feeling after that strenuous gardening session?,1
I enjoy taking the bus to explore different hawker centres.,0
My old friends from school often meet up for a cup of 'kopi'.,0
Have you heard about the new polyclinic opening near the MRT station?,1
The rain has made the air feel much fresher and cleaner.,0
I'm thinking of trying out that new vegetarian hawker stall.,0
Do you remember the old days when we could play 'goli' at the void deck?,1
My daughter often brings me back souvenirs from her overseas trips.,0
The new community herb garden is really flourishing.,0
Are you going to the annual Deepavali light-up in Little India?,1
"I like to cook simple, healthy meals for myself every day.",0
"The sun is so strong today, I need to stay in the shade during my walk.",0
Did you manage to get some good deals on fresh fruits at the market?,1
My doctor told me to increase my fibre intake for better digestion.,0
I enjoy feeding the stray cats near my HDB block.,0
What's your favourite local snack from the convenience store?,1
The MRT station is only two stops away from the major shopping mall.,0
My neighbour's grandchild often comes to play with my grandchild.,0
Have you renewed your driver's license recently?,1
I often chat with the newspaper vendor while buying my daily paper.,0
The air quality seems much better today after the rain.,0
Do you still visit the same old provision shop for your daily needs?,1
My son helped me fix my broken television antenna.,0
"I prefer the local oranges for juice, they are so sweet.",0
The community centre has a new programme for seniors to learn ukulele.,0
Are you planning to celebrate your wedding anniversary this year?,1
It's nice to see many young couples starting their families in our estate.,0
Have you tried the famous 'rojak' from that stall in Clementi?,1
I always make sure to read the obituaries in the newspaper.,0
My daughter is showing me how to use the FoodPanda app for deliveries.,0
Did you manage to get a good spot for the Mid-Autumn Festival lantern parade?,1
The library is a great place to escape the heat on a sunny afternoon.,0
How's your niece doing with her university applications?,1
I bought some new clothes for the upcoming festive season earlier today.,0
The wet market is so lively and bustling with activity in the mornings.,0
Do you think it will be another hot and humid day tomorrow?,1
My old friend from secondary school came to visit me last week.,0
The butcher gave me a good cut of pork because I'm a regular.,0
Are you going to attend the residents' BBQ at the void deck?,1
I like to do my grocery shopping at the online supermarket now.,0
My wife loves to make traditional 'ondeh-ondeh' for special occasions.,0
Have you tried the new bakery that sells artisanal sourdough bread?,1
I remember when this whole area was just jungle and small farms.,0
The government announced new initiatives to support active ageing.,0
What's your secret to looking so young and vibrant?,1
I enjoy watching the nature documentaries on TV every evening.,0
The park is a great place for morning exercises and catching up with friends.,0
Did you get your tickets for the National Day Concert at The Float?,1
My neighbour just returned from his pilgrimage trip to Mecca.,0
The 'kopi' at this stall is much better than those chain cafes.,0
Are you planning to visit the Gardens by the Bay for the Flower Dome?,1
I always carry a portable fan with me because of the heat.,0
My son is taking us out for a dim sum breakfast this Sunday.,0
Have you tried the 'otah-otah' from the famous stall in Muar?,1
I often take the bus to the community club for my knitting group.,0
The new HDB flats have really modern facilities and designs.,0
Do you remember the old 'roti man' who used to cycle around?,1
My shoulder feels much better after a session with the chiropractor.,0
The wet market is less busy if you go around lunchtime.,0
Are you coming for the weekly 'karaoke' session at the community centre?,1
"I enjoy spending time with my family, especially during holidays.",0
The MRT station was quite crowded during the morning rush hour.,0
Did you manage to buy your favourite mooncakes for the Mid-Autumn Festival?,1
"My sister makes the best 'laksa', her recipe is a secret.",0
I often help my neighbours carry their groceries upstairs.,0
"Have you tried the new Malay food stall, their 'mee rebus' is excellent?",1
I remember when there were only black and white TVs.,0
The cost of utility bills seems to be on the rise again.,0
What's your favourite activity to do on a rainy day?,1
I like to listen to the oldies music on the radio while cleaning.,0
The doctor advised me to include more fish in my diet.,0
Did you get your early bird tickets for the Chingay Parade?,1
My daughter bought me a new tablet so I can video call my relatives.,0
"The hawker centre has so many different cuisines, it's a food paradise.",0
How's the new senior-friendly fitness corner at the park?,1
My old classmates from primary school often meet up for breakfast.,0
Have you heard about the new integrated eldercare facility?,1
The sudden thunderstorm brought a welcome relief from the heat.,0
I'm thinking of joining a senior's volunteer group at the polyclinic.,0
Do you remember the old days when we used payphones instead of mobiles?,1
My son bought me a new portable radio for listening to the news.,0
The void deck is a popular spot for the morning exercise group.,0
Are you going to visit the National Museum of Singapore this weekend?,1
I like to spend my afternoons napping or watching variety shows.,0
"The wet market has the freshest vegetables, but you have to go early for the best selection.",0
Did you try the new dessert stall that sells traditional 'tau huay'?,1
My sister-in-law is coming to help me with the spring cleaning.,0
I often go to the community centre for my regular fitness classes.,0
Have you seen the new art installation at the community plaza?,1
I remember when the buses didn't have air conditioning.,0
The government is introducing more initiatives to encourage active ageing.,0
What's your favourite way to spend a quiet evening at home?,1
I enjoy preparing simple but nutritious meals for myself.,0
The East Coast Park is perfect for an evening stroll and sea breeze.,0
Did you get your 'kueh lapis' ordered for Chinese New Year?,1
My neighbour often shares her homemade desserts with me.,0
The teh-c peng at this kopitiam is perfectly sweetened.,0
Are you planning to visit the Geylang Serai Bazaar for Hari Raya?,1
I always make sure to wear my comfortable sandals for walking around.,0
My daughter is teaching me how to use social media to connect with friends.,0
Have you tried the famous 'chwee kueh' from Tiong Bahru market?,1
I miss the simplicity of life in the kampung days.,0
The polyclinic offers free consultations for chronic conditions for seniors.,0
How's your grandchild's school holidays going?,1
I love the smell of incense from the temple nearby.,0
The MRT ride was surprisingly empty this morning.,0
Remember when we used to listen to radio dramas every night?,1
I went to the wet market to buy fresh flowers for the altar.,0
This year's National Day decorations are very festive.,0
"My blood pressure has been quite stable lately, thankfully.",0
Did you manage to secure a spot for the free concert at the Esplanade?,1
The 'mee siam' at this hawker centre is truly authentic.,0
I enjoy attending the morning exercise classes at the CC.,0
Is the new senior care centre near your HDB block open yet?,1
"I prefer taking the bus to the city, it's more relaxing.",0
The 'nasi padang' stall always has such a good variety of dishes.,0
We should try that new vegetarian restaurant next time we meet.,0
How's your son adapting to his new work-from-home arrangement?,1
I'm thinking of learning how to paint watercolour landscapes.,0
The cost of living seems to be getting tougher for everyone.,0
Have you tried the 'ondeh-ondeh' from that famous Nyonya kueh shop?,1
I remember when this whole area was just plantations.,0
My doctor advised me to go for regular eye check-ups.,0
Do you think the new community garden will attract more residents?,1
The community centre offers free health talks on diabetes prevention.,0
I enjoy watching the clouds drift by from my HDB window.,0
Did you hear about the new senior-friendly walking trails?,1
My neighbour shared some delicious homemade 'pulut hitam' with me.,0
"I always buy my fresh fruits from the same stall, they're reliable.",0
Are you going to visit your relatives in Indonesia for Eid?,1
It's nice to sit at the void deck and just watch the world go by.,0
"I used to walk to school with my friends, carrying our school bags.",0
What time does the neighbourhood provision shop close on weekdays?,1
"This 'chap chye' is so well-cooked, soft and flavourful.",0
My daughter cooked her famous 'ayam masak merah' for Hari Raya.,0
The traffic to the wet market was quite heavy this morning.,0
Have you tried the new bakery that sells artisanal cupcakes?,1
I miss the sound of the old ice-cream man's bell from my childhood.,0
Is it true that the elderly can get discounts at certain shops now?,1
I bought a fresh pomfret from the fishmonger for steaming.,0
My grandson loves to visit the Science Centre during his holidays.,0
Are you planning to visit the River Hongbao again next year?,1
The community garden yielded a lot of organic vegetables this season.,0
How do you stay so cheerful and positive all the time?,1
I like to listen to the old songs on the radio while cooking.,0
Did you attend the last community clean-up event?,1
The price of food at the hawker centre seems to be going up gradually.,0
I enjoy watching the historical dramas on TV.,0
Are you coming for the senior's movie screening at the community centre?,1
It's important to keep our minds engaged with hobbies.,0
Have you finished embroidering that cushion cover for your sofa?,1
My back has been feeling much better after my physiotherapy sessions.,0
The doctor told me to exercise regularly to manage my diabetes.,0
Which private clinic do you recommend for general check-ups?,1
I bought some new indoor plants to purify the air in my flat.,0
Do you still meet your old colleagues for lunch once a month?,1
The 'kopi-o kosong' at this stall is strong and robust.,0
I remember the old days when we used to play 'zero-point' at the void deck.,0
Are there any good promotions for household items this week?,1
My granddaughter is learning to bake traditional cookies.,0
The bus journey to the supermarket is quite short and direct.,0
Did you manage to get a good deal on the new rice cooker?,1
I like to sit at the community garden and enjoy the greenery.,0
"The sun is scorching today, I'll stay indoors and read.",0
Have you tried the new dessert cafe that sells waffles and ice cream?,1
My son drives me to the temple every Sunday morning.,0
What are your plans for the upcoming school holidays with your grandchildren?,1
I enjoy listening to podcasts about current affairs.,0
The wet market is less crowded if you avoid the peak morning hours.,0
Do you think we should try growing our own vegetables in the HDB garden?,1
My old friends and I are planning a gathering at the kopitiam.,0
The 'economic mee' stall always has a good variety of toppings.,0
Are you going to join the seniors' photography workshop?,1
It's important to spend quality time with our family.,0
Have you tried the famous 'curry fish head' from that restaurant?,1
I always make sure to drink warm herbal tea before bed.,0
My daughter teaches my grandchildren about our family history.,0
Did you manage to get the special edition Ang Pow packets this year?,1
The library has a good selection of magazines for seniors.,0
How's your wife's newfound hobby of pottery going?,1
I bought some fresh 'tau huay' for dessert tonight.,0
The community centre offers free legal advice sessions for residents.,0
Are you taking the bus or driving to your relative's house?,1
I saw a beautiful butterfly fluttering in my HDB garden.,0
My friend and I are learning to use a new photo editing app.,0
Do you remember the old 'rojak' stall that used to be at the corner?,1
"The queue for the famous 'nasi lemak' is always long, but it's worth it.",0
I'm looking forward to the next episode of my favourite cooking show.,0
Have you renewed your senior citizen concession pass yet?,1
"My neighbours just renovated their HDB flat, it looks very modern.",0
The park connector network is very well-maintained for walkers.,0
What's the best time to visit the Chinese Garden to avoid the heat?,1
I always make sure to stretch before and after my walks.,0
Did you hear about the new government grant for senior citizens?,1
"My ankle has been a bit swollen lately, need to get it checked.",0
"The hawker centre is so bustling during lunchtime, full of people.",0
Are you still attending your water aerobics classes at the pool?,1
I bought some new curtains to brighten up my living room.,0
The 'economic bee hoon' stall always has a good variety of vegetarian dishes.,0
How's your back feeling after that long bus ride yesterday?,1
I enjoy taking the scenic route by bus when I have time.,0
My old friends from school days often meet up for a cup of 'teh'.,0
Have you heard about the new polyclinic opening in our estate soon?,1
This kopi-o siew dai is perfectly balanced today.,0
Is the market still very crowded on Saturday mornings?,1
My grandchildren love to visit the Marina Barrage.,0
Remember the old kampong days near Holland Road?,1
The MRT station always gets packed during peak hours.,0
Did you manage to get the early bird discount at Sheng Siong?,1
I need to take my medication after dinner tonight.,0
Is the weather going to be this hot all week?,1
We are having bak kut teh for lunch tomorrow.,0
The Ang Mo Kio polyclinic has very good doctors.,0
Do you still go for your tai chi sessions at the void deck?,1
My neighbour just renovated his whole HDB flat.,0
Are you going to the getai performance this coming August?,1
I finished reading the newspaper already this morning.,0
Did you manage to give out all your angbaos for Chinese New Year?,1
"The bus service is quite efficient these days, even for seniors.",0
My knee sometimes aches when the weather changes.,0
Have you tried the new char kway teow stall at the hawker centre?,1
I prefer to buy my vegetables from the wet market.,0
Is it true that the Pioneer Generation package has new benefits?,1
My daughter is coming over for dinner this Sunday.,0
Can you believe how much prices have gone up at the kopitiam?,1
I enjoy watching the squirrels play outside my window.,0
Did you get your flu jab at the community centre?,1
Is the lift working properly on your floor now?,1
My friend taught me a new Mahjong strategy yesterday.,0
Did you hear about the new park connector they are building?,1
I always take the bus to get to VivoCity.,0
Are you planning to visit your relatives during Hari Raya?,1
I bought some fresh fish from the wet market this morning.,0
What time does the neighbourhood sundry shop close?,1
My back feels much better after my acupuncture session.,0
Do you remember the old cinema at Toa Payoh town centre?,1
I like to listen to Mandopop songs while cooking.,0
Is the community garden still looking so vibrant?,1
I saw your neighbour waiting for the bus this morning.,0
Did you manage to find parking near the temple?,1
My grandson starts primary school next year.,0
Is the humidity going to break soon with a thunderstorm?,1
I had a very delicious nasi lemak for breakfast.,0
Are you joining the senior exercise class at the CC?,1
I need to renew my season parking for my HDB car park.,0
Did you manage to watch the National Day Parade rehearsal?,1
I bought a new plant for my balcony yesterday.,0
Is the library still open late on weekdays?,1
My friend gifted me some very nice pineapple tarts for CNY.,0
Do you prefer kopi-c or teh-c at the kopitiam?,1
I usually take the MRT to go to Orchard Road.,0
The haze seems to be getting worse these few days.,0
I always enjoy a good plate of economic rice.,0
Is the bus stop near your place sheltered from the rain?,1
Are you going to queue for the limited edition EZ-Link card?,1
I remember when this whole area was just jungle.,0
Do you still meet up with your old colleagues for lunch?,1
The void deck is a nice place to sit and chat with neighbours.,0
Have you seen the lion dance performance in our estate?,1
I bought some new clothes from a local shop.,0
Is your granddaughter doing well in her school?,1
The public transport system here is one of the best.,0
Did you remember to bring your reusable bag to NTUC?,1
I enjoy watching the boats pass by at Sentosa.,0
Are you attending the community celebration for National Day?,1
The renovation works in the next block are quite noisy.,0
Have you tried the durian cendol near Geylang Serai?,1
I usually have a light breakfast of bread and kopi.,0
Is it time for your regular check-up at the polyclinic?,1
My son-in-law picked us up from the airport yesterday.,0
Do you ever take the Grab taxi service?,1
I still remember the price of a fishball noodle back then.,0
Did you manage to get the last packet of laksa from the stall?,1
The senior discount for public transport is very helpful.,0
What time are you meeting your friends for mahjong today?,1
I like to take a walk around the neighbourhood after dinner.,0
Are you going to the community clean-up this weekend?,1
"My spectacles broke, so I need to get a new pair.",0
Have you heard about the new seniors-friendly park?,1
I planted some chilli padi in my small garden.,0
Is the new bus interchange already open for public use?,1
My wife cooked a wonderful curry fish head for dinner.,0
Do you remember the old mama shop that sold ice cream?,1
I get my groceries delivered to my HDB flat now.,0
Did you join the brisk walking group in the morning?,1
The queue at the post office was surprisingly short today.,0
Are you watching the Getai show on TV tonight?,1
My neighbour brings me freshly baked goods sometimes.,0
What's the best time to visit the wet market for fresh seafood?,1
I bought a new non-stick wok from the department store.,0
Is the senior activity centre organizing any new workshops?,1
My son just came back from his army training.,0
Have you heard the latest news about the upcoming elections?,1
I enjoy having kaya toast and soft-boiled eggs for breakfast.,0
Did you remember to top up your EZ-Link card?,1
My daughter-in-law makes very delicious steamed fish.,0
I always bring my own shopping bag to the supermarket.,0
Do you think the weather will be good for a picnic this weekend?,1
I saw your grandson playing football at the field.,0
Did you attend the Mid-Autumn Festival celebrations?,1
My HDB block has a new coat of paint.,0
What kind of hobbies do you have to pass the time?,1
I usually drink plain water to stay hydrated.,0
Have you seen the beautiful mural art in our neighbourhood?,1
My husband likes to watch the news channels every evening.,0
Is the doctor's appointment at 10 AM or 10:30 AM?,1
I enjoy listening to the oldies on the radio.,0
Did you remember to switch off all the lights before leaving?,1
Are you going to the temple for prayers this evening?,1
The new community garden has many interesting plants.,0
Do you prefer to take the stairs or the lift?,1
I sometimes miss the sound of the ice-cream man's bell.,0
Did you manage to catch the sunset from your window?,1
My friend is helping me with my online banking.,0
"Is the bus arriving soon, it's been a long wait?",1
I enjoy a good bowl of prawn noodles on a rainy day.,0
Have you tried the new bakery at the mall?,1
My knees feel a bit stiff after a long walk.,0
Are you cooking something special for dinner tonight?,1
"What's your favourite local dessert, ice kachang or chendol?",1
My grand-niece is visiting us from overseas next month.,0
Did you see the big firework display during National Day?,1
I always buy my bread from the neighbourhood bakery.,0
Is the clinic open on public holidays?,1
My cat loves to sit by the window and watch birds.,0
Do you remember the old way of making satay sauce?,1
I often take the MRT to avoid the traffic jams.,0
Did you get your vaccination shot already?,1
The government has many schemes to help seniors.,0
Are you going for a holiday soon?,1
I like to take a morning walk around the park.,0
Have you ever tried volunteering at the community centre?,1
My neighbour gave me some homemade kueh.,0
Is the new hawker centre pet-friendly?,1
I enjoy watching the sea view from Changi Beach.,0
Did you hear about the new art exhibition downtown?,1
Do you prefer buying fish from the wet market or supermarket?,1
My son bought a new car recently.,0
Are you planning to celebrate your birthday this year?,1
I enjoy chatting with my friends over a cup of kopi.,0
What time does the last bus leave for your area?,1
My memory is not as good as it used to be.,0
Have you visited the National Gallery Singapore recently?,1
I often listen to the radio while doing housework.,0
Did you manage to get a good deal on the durians?,1
My wife likes to grow orchids on our balcony.,0
Is the kopitiam open early enough for breakfast?,1
I love the smell of freshly brewed coffee in the morning.,0
Do you still visit the old shops at Joo Chiat?,1
My friend and I often go for dim sum on Sundays.,0
Did you get your flu shot at the polyclinic this year?,1
I remember when the prices for food were much lower.,0
Are you going to the annual trade fair next month?,1
The new community centre has many activities for seniors.,0
What kind of exercise do you do to stay active?,1
I enjoy taking photos of the old buildings in Singapore.,0
Have you tried the new chicken rice stall near the MRT?,1
"My HDB flat faces the garden, which is very peaceful.",0
Is your grandson enjoying his new school term?,1
I usually buy my groceries from the nearby supermarket.,0
Did you manage to get a seat on the bus this morning?,1
My daughter-in-law brought me some organic vegetables.,0
Are you planning to visit the wet market before it gets too crowded?,1
My joints sometimes ache in the morning.,0
Have you heard about the new seniors' fitness program?,1
I remember the times when we used to play in the streets.,0
Is the lift in your block working properly now?,1
My neighbour just adopted a cute little puppy.,0
Did you get any angbaos for the Lunar New Year?,1
I usually take the MRT to get to the city.,0
What's your favourite hawker food in Singapore?,1
I need to go to the polyclinic for my regular check-up.,0
I love the variety of food at the hawker centres.,0
Is the library open on weekends?,1
My wife likes to watch the cooking shows on TV.,0
Did you hear about the new public holiday coming up?,1
I enjoy a good bowl of fish soup with rice.,0
Are you joining the community walk for charity?,1
My HDB block has a new recycling corner.,0
What time does the nearest kopitiam open?,1
I usually have my kopi and toast at the void deck.,0
Have you received your Merdeka Generation card benefits?,1
I remember queuing for hours to get fresh bread back then.,0
Did you manage to catch the bus before the rain started?,1
My grandchildren love to play at the playground downstairs.,0
Is the wet market still open in the evening?,1
I bought some fresh fruits from the stall opposite the MRT.,0
Do you prefer prata with sugar or curry?,1
My friend and I go for a morning walk three times a week.,0
Are you going to the getai performance tonight at the temple?,1
I need to buy some ingredients for my dinner tonight.,0
What's the best time to visit the doctor without a long wait?,1
I miss the taste of my mother's homemade popiah.,0
Have you seen the new community garden near the HDB blocks?,1
My sister is coming to Singapore for a visit next month.,0
Did you hear about the new bus route that passes through our estate?,1
I like to spend my afternoons reading books from the library.,0
Is the local shop still selling those traditional sweets?,1
My son helped me with my online banking today.,0
Do you remember the old National Theatre near Fort Canning?,1
I often take the bus to visit my sister in Jurong.,0
Are you going to celebrate Christmas with your family?,1
The prices at the wet market seem to be increasing every week.,0
Have you tried the famous chicken rice stall at Maxwell Food Centre?,1
I enjoy a good cup of teh tarik in the afternoon.,0
Is it true that they are building a new polyclinic nearby?,1
My daughter bought me some new clothes for Chinese New Year.,0
What's your favourite memory of growing up in Singapore?,1
I usually take a short nap after lunch.,0
Did you manage to get tickets for the concert at the Esplanade?,1
Do you know where to find a good tailor for alterations?,1
I bought some new shoes at the local shopping mall.,0
Are you going to the senior exercise class at the community centre?,1
My neighbour shared some delicious homemade curry puffs.,0
What time does the MRT start running on weekdays?,1
I like to buy fresh flowers from the market every week.,0
Have you tried the new bakery that opened in our estate?,1
My son-in-law helps me with errands sometimes.,0
Is the library still lending out physical books?,1
I enjoy watching the clouds pass by from my window.,0
Did you hear about the new pedestrian bridge near the park?,1
Do you still visit the old bookshop at Bras Basah?,1
I usually take the bus to go to the wet market.,0
Are you planning to celebrate Deepavali with your family?,1
The haze has been quite bad these past few days.,0
Have you bought your tickets for the National Day Parade?,1
I always keep a spare umbrella in my bag.,0
What's your favourite kopitiam for breakfast?,1
My granddaughter is learning to ride a bicycle.,0
Is the senior activity centre organizing any excursions?,1
I remember when this whole area was just open field.,0
Did you manage to find that specific type of spice?,1
My friend and I are going for reflexology this afternoon.,0
Are you going to the community event at the void deck?,1
I prefer to buy my groceries from the larger supermarkets.,0
My HDB apartment gets a lot of natural light.,0
What kind of tea do you prefer to drink?,1
I often see my neighbours exercising in the morning.,0
Did you get your booster shot for the flu season?,1
My son is helping me to apply for the senior benefits online.,0
Is there a good place to buy fresh flowers for the altar?,1
I sometimes take a Grab ride if I'm carrying too many things.,0
Are you going to join the brisk walking group tomorrow?,1
My daughter cooked a delicious meal for us last night.,0
What time does the local market usually close?,1
I love the smell of jasmine flowers in the evening.,0
My back feels much better after my regular massage.,0
I bought some traditional snacks from the mama shop.,0
Did you manage to get a good parking spot at the hospital?,1
My wife likes to tend to her plants on the balcony.,0
Do you ever take the bus to visit your old friends?,1
I enjoy a good bowl of mee pok tah for lunch.,0
Are you planning to watch the fireworks on New Year's Eve?,1
My grandson starts his first year of university soon.,0
What's your favourite part about living in Singapore?,1
I always keep track of the bus arrival times.,0
Have you seen the new art installations in the city?,1
My friend and I are planning a short trip to Malaysia.,0
Is the doctor at the polyclinic available for walk-ins?,1
I like to buy fresh bread from the bakery every morning.,0
Did you manage to get your Pioneer Generation card renewed?,1
My daughter-in-law taught me how to use the new mobile app.,0
Do you know where the nearest post office is located?,1
I enjoy going to the void deck to chat with my neighbours.,0
Are you going to the annual Deepavali bazaar at Little India?,1
My HDB flat has been recently painted and looks new.,0
What time does the supermarket close on public holidays?,1
I often take the MRT to get to the library at the city.,0
Have you heard about the upcoming community fair?,1
My husband likes to go fishing at the local jetty.,0
Is the new hawker stall selling good rojak?,1
I remember when this park was just a small field.,0
Did you remember to turn off the air-conditioner?,1
My neighbour has a very beautiful garden on his balcony.,0
Do you prefer sweet or savoury breakfast items?,1
I always bring my own reusable bag when I go shopping.,0
Are you planning to visit your family during the upcoming holidays?,1
My friend invited me for a game of mahjong tonight.,0
What kind of local food do you miss the most from your younger days?,1
I like to watch the sun rise from my HDB window.,0
Have you tried the durian puffs from the new bakery?,1
My doctor advised me to eat more vegetables.,0
Is the community garden still maintained by volunteers?,1
I enjoy taking the bus to see the different parts of Singapore.,0
Did you manage to get a good deal on the new household appliances?,1
My son often brings me food from the hawker centre.,0
Do you prefer to walk or take the bus to the market?,1
I bought some fresh prawns from the wet market this morning.,0
Are you attending the senior's health talk next week?,1
My granddaughter is learning to cook traditional dishes.,0
What time does the local library usually open?,1
I enjoy a good cup of hot tea after my dinner.,0
Have you seen the beautiful Christmas decorations in Orchard Road?,1
My wife likes to listen to the radio news in the morning.,0
Is the bus service running on its usual schedule today?,1
I always make sure to drink plenty of water.,0
My friend and I are going for a movie later.,0
Do you prefer to shop at NTUC or Sheng Siong?,1
I like to take an evening stroll around the HDB block.,0
Are you joining the community singing session tonight?,1
My son helped me carry my groceries from the market.,0
What's the best way to get to Sentosa by public transport?,1
I remember the old days when we used to play chapteh.,0
Have you tried the new fishball noodle stall at the kopitiam?,1
My daughter-in-law is teaching me how to use the smartphone.,0
Is there a senior discount for the local attractions?,1
I enjoy looking at the old photographs of Singapore.,0
Did you manage to get a good deal on the durians this season?,1
My husband likes to watch documentaries about history.,0
What kind of local snacks do you enjoy the most?,1
I sometimes take a long bus ride just to see the scenery.,0
Have you heard about the new community garden initiative?,1
My HDB flat is very close to the MRT station.,0
Is your grandson enjoying his holiday break?,1
I usually buy fresh chicken from the wet market.,0
Do you prefer the new or old hawker centres?,1
My doctor advised me to cut down on my salt intake.,0
Are you going to the lantern festival this year?,1
I remember the old mama shops that sold everything.,0
Did you manage to get a seat at the kopitiam this morning?,1
The MRT line to Woodlands is very convenient for visiting my daughter.,0
I need to buy fresh fish from the wet market later.,0
Which hawker stall sells the best char kway teow here?,1
My bus arrives exactly on time at the bus stop.,0
How many angbaos did you prepare for the children?,1
